id,Time,Event
237789,82',"Landon Donovan takes the corner kick from the right byline with his right foot and hits an inswinger to the centre, resulting in: open play"
237789,83',Robbie Findley crosses the ball. Outcome: out of play
237789,83',Steve Cronin takes a long goal kick
237789,84',"Brandon McDonald hits a good right footed shot, but it is off target. Outcome: blocked"
237789,84',Jamilson Olave blocks the shot
237789,84',"Joe Franchino drills a good left footed shot, but it is off target. Outcome: over bar"
237789,84',Nick Rimando takes a long goal kick
237789,85',Throw-in: Robbie Findley takes it (Attacking)
237789,85',Steve Cronin takes a long goal kick
237789,86',"Dema Kovalenko hits a good right footed shot, but it is off target. Outcome: over bar"
237789,86',Steve Cronin takes a long goal kick
237789,87',Throw-in: Andrew Williams takes it (Attacking)
237789,87',Andrew Williams crosses the ball. Outcome: shot
237789,87',Kenny Deuchar hits a good right footed shot. Outcome: save
237789,87',Steve Cronin makes a very good save (Catch)
237789,89',Jamilson Olave is awarded a yellow card. Reason: unsporting behaviour
237789,89',Alan Gordon is awarded a yellow card. Reason: unsporting behaviour
237789,89',Real Salt Lake makes a sub: Matias Jesus Cordoba enters for Andrew Williams. Reason: Tactical
237789,90'+1',Throw-in: Javier Morales takes it (Attacking)
237789,90'+1',Kyle Beckerman commits a foul on David Beckham resulting on a free kick for Los Angeles
237789,90'+1',Steve Cronin takes an indirect freekick with his right foot from his own half. Outcome: pass
237789,90'+2',Throw-in: David Beckham takes it (Attacking)
237789,90'+3',"Javier Morales takes the corner kick from the right byline with his left foot and hits an inswinger to the centre, resulting in: clearance"
237789,90'+3',Greg Vanney clears the ball from danger.
237789,90'+3',Javier Morales crosses the ball. Outcome: open play
237789,90'+3',David Beckham crosses the ball. Outcome: clearance
237789,90'+3',Jamilson Olave clears the ball from danger.
237789,90',The referee has signaled the end of the second half
237789,90',End of the game
237790,-,Game on!
237790,1',Throw-in: Anthony Wallace takes it (Defending)
237790,1',Throw-in: Anthony Wallace takes it (Attacking)
237790,2',Throw-in: Mario Ivan Guerrero takes it (Attacking)
237790,2',Throw-in: Drew Moor takes it (Defending)
237790,3',Throw-in: Kei Kamara takes it (Attacking)
237790,3',Dario Sala takes a long goal kick
237790,4',Ned Grabavoy commits a foul on Guerreiro Andre Rocha resulting on a free kick for Dallas
237790,4',Guerreiro Andre Rocha takes an indirect freekick with his right foot from the right channel. Outcome: open play
237790,5',"Arturo Alvarez hits a good header, but it is off target. Outcome: over bar"
237790,5',Joe Cannon takes a long goal kick
237790,6',Throw-in: Drew Moor takes it (Attacking)
237790,6',Throw-in: Guerreiro Andre Rocha takes it (Attacking)
237790,6',Throw-in: Guerreiro Andre Rocha takes it (Defending)
237790,7',Throw-in: Mario Ivan Guerrero takes it (Attacking)
237790,7',Throw-in: Mario Ivan Guerrero takes it (Attacking)
237790,8',Kei Kamara hits a good right footed shot. Outcome: save
237790,9',Dario Sala makes a very good save (Catch)
237790,9',"Mario Ivan Guerrero hits a good left footed shot, but it is off target. Outcome: over bar"
237790,9',Dario Sala takes a long goal kick
237790,10',Throw-in: Blake Wagner takes it (Attacking)
237790,10',Throw-in: Blake Wagner takes it (Attacking)
237790,10',Throw-in: Blake Wagner takes it (Attacking)
237790,10',Throw-in: Blake Wagner takes it (Attacking)
237790,11',D Davino commits a foul on Mario Ivan Guerrero resulting on a free kick for San Jose
237790,12',Nick Garcia takes an indirect freekick with his right foot from his own half. Outcome: open play
237790,12',James Riley crosses the ball. Outcome: save
237790,12',Dario Sala makes a very good save (Catch)
237790,13',Throw-in: D Davino takes it (Attacking)
237790,14',Ned Grabavoy commits a foul on Anthony Wallace resulting on a free kick for Dallas
237790,14',Anthony Wallace takes an indirect freekick with his right foot from his own half. Outcome: open play
237790,14',Joe Cannon takes a long goal kick
237790,15',Throw-in: Drew Moor takes it (Attacking)
237790,15',Ramiro Corrales is awarded a yellow card. Reason: unsporting behaviour
237790,16',Ramiro Corrales commits a foul on Guerreiro Andre Rocha resulting on a free kick for Dallas
237790,16',Blake Wagner takes an indirect freekick with his left foot from the left channel. Outcome: pass
237790,17',Ronnie O'Brien crosses the ball. Outcome: out of play
237790,17',"Ramiro Corrales takes the corner kick from the right byline with his left foot and hits an inswinger to the far post, resulting in: out of play"
237790,18',Throw-in: Drew Moor takes it (Attacking)
237790,18',"Ronnie O'Brien hits a good right footed shot, but it is off target. Outcome: miss left"
237790,18',Dario Sala takes a long goal kick
237790,20',Throw-in: Guerreiro Andre Rocha takes it (Attacking)
237790,21',Throw-in: Jason Hernandez takes it (Attacking)
237790,21',"Ronnie O'Brien takes the corner kick from the left byline with his right foot and hits an inswinger to the far post, resulting in: shot"
237790,22',"James Riley hits a good right footed shot, but it is off target. Outcome: miss right"
237790,22',Dario Sala takes a long goal kick
237790,24',Joe Cannon takes a long goal kick
237790,24',Throw-in: Ronnie O'Brien takes it (Attacking)
237790,24',Throw-in: Anthony Wallace takes it (Attacking)
237790,25',Throw-in: James Riley takes it (Attacking)
237790,27',Throw-in: Anthony Wallace takes it (Attacking)
237790,28',"Kenny Cooper hits a good left footed shot, but it is off target. Outcome: miss right"
237790,28',Joe Cannon takes a long goal kick
237790,28',Throw-in: Mario Ivan Guerrero takes it (Attacking)
237790,28',Throw-in: Mario Ivan Guerrero takes it (Attacking)
237790,29',Mario Ivan Guerrero crosses the ball. Outcome: clearance
237790,29',Arturo Alvarez clears the ball from danger.
237790,29',Kenny Cooper commits a foul on Mario Ivan Guerrero resulting on a free kick for San Jose
237790,29',Eric Denton takes an indirect freekick with his right foot from his own half. Outcome: pass
237790,30',Offside called on Gavin Glinton
237790,30',Drew Moor takes an indirect freekick with his right foot from the left channel. Outcome: pass
237790,31',Throw-in: Eric Denton takes it (Attacking)
237790,32',Juan Carlos Toja commits a foul on Nick Garcia resulting on a free kick for San Jose
237790,32',Joe Cannon takes an indirect freekick with his right foot from his own half. Outcome: open play
237790,33',Offside called on Arturo Alvarez
237790,33',Joe Cannon takes an indirect freekick with his right foot from the right channel. Outcome: open play
237790,33',Throw-in: Drew Moor takes it (Attacking)
237790,34',Throw-in: Drew Moor takes it (Attacking)
237790,35',Throw-in: Eric Denton takes it (Attacking)
237790,36',Throw-in: Ronnie O'Brien takes it (Attacking)
237790,36',Kei Kamara crosses the ball. Outcome: out of play
237790,37',Dario Sala takes a long goal kick
237790,37',Kenny Cooper crosses the ball. Outcome: clearance
237790,37',James Riley clears the ball from danger.
237790,38',Throw-in: Anthony Wallace takes it (Attacking)
237790,38',Throw-in: Blake Wagner takes it (Attacking)
237790,40',Ramiro Corrales commits a foul on Marcelo Saragosa resulting on a free kick for Dallas
237790,40',Blake Wagner takes an indirect freekick with his right foot from the right wing. Outcome: pass
237790,41',"Guerreiro Andre Rocha takes the corner kick from the right byline with his right foot and hits an inswinger to the near post, resulting in: clearance"
237790,41',Eric Denton clears the ball from danger.
237790,41',Throw-in: Anthony Wallace takes it (Defending)
237790,42',Throw-in: Anthony Wallace takes it (Defending)
237790,42',Kenny Cooper hits a good header. Outcome: save
237790,42',Joe Cannon makes a good save (Catch)
237790,42',Throw-in: Eric Denton takes it (Attacking)
237790,43',Offside called on Juan Carlos Toja
237790,43',Joe Cannon takes an indirect freekick with his right foot from the right channel. Outcome: open play
237790,43',Throw-in: Ronnie O'Brien takes it (Attacking)
237790,44',"Ramiro Corrales takes the corner kick from the right byline with his left foot and hits an inswinger to the centre, resulting in: clearance"
237790,44',D Davino clears the ball from danger.
237790,44',Kei Kamara crosses the ball. Outcome: clearance
237790,44',D Davino clears the ball from danger.
237790,45',"Ramiro Corrales hits a left footed shot, but it is off target. Outcome: miss right"
237790,45'+1',Kei Kamara commits a foul on Guerreiro Andre Rocha resulting on a free kick for Dallas
237790,45'+1',Dario Sala takes an indirect freekick with his right foot from the centre penalty area. Outcome: pass
237790,45'+1',Mario Ivan Guerrero crosses the ball. Outcome: clearance
237790,45'+2',Dario Sala clears the ball from danger.
237790,45'+2',James Riley crosses the ball. Outcome: clearance
237790,45'+2',Anthony Wallace clears the ball from danger.
237790,45',The referee has signaled the end of the first half
237790,45',The second half is under way
237790,47',Kenny Cooper commits a foul on Ronnie O'Brien resulting on a free kick for San Jose
237790,47',Ramiro Corrales takes an indirect freekick with his right foot from the left channel. Outcome: open play
237790,47',Throw-in: Mario Ivan Guerrero takes it (Attacking)
237790,48',Throw-in: Arturo Alvarez takes it (Attacking)
237790,48',Kenny Cooper hits a good right footed shot. Outcome: save
237790,49',Joe Cannon makes a very good save (Catch)
237790,49',Throw-in: Ronnie O'Brien takes it (Attacking)
237790,49',James Riley crosses the ball. Outcome: open play
237790,50',"Kei Kamara hits a good right footed shot, but it is off target. Outcome: over bar"
237790,50',Dario Sala takes a long goal kick
237790,51',Joe Cannon takes a long goal kick
237790,52',Juan Carlos Toja commits a foul on Kei Kamara resulting on a free kick for San Jose
237790,52',Ronnie O'Brien takes an indirect freekick with his right foot from the right channel. Outcome: shot
237790,53',Ronnie O'Brien hits a good right footed shot. Outcome: save
237790,53',Dario Sala makes a very good save (Catch)
237790,54',"Ned Grabavoy hits a good right footed shot, but it is off target. Outcome: miss right"
237790,55',San Jose makes a sub: Jean Phillippe-Peguero enters for Gavin Glinton. Reason: Tactical
237790,56',"Guerreiro Andre Rocha takes the corner kick from the left byline with his right foot and hits an inswinger to the centre, resulting in: open play"
237790,56',Joe Cannon takes a long goal kick
237790,58',"Mario Ivan Guerrero takes the corner kick from the left byline with his left foot and hits an inswinger to the centre, resulting in: open play"
237790,59',James Riley crosses the ball. Outcome: open play
237790,60',Arturo Alvarez hits a good right footed shot. Outcome: save
237790,60',Joe Cannon makes a very good save (Catch)
237790,62',"Ramiro Corrales takes the corner kick from the right byline with his right foot and hits an inswinger to the centre, resulting in: open play"
237790,62',"Arturo Alvarez drills a good right footed shot, but it is off target. Outcome: miss left"
237790,64',Throw-in: Eric Denton takes it (Attacking)
237790,65',Kei Kamara crosses the ball. Outcome: save
237790,65',Dario Sala makes a very good save (Catch)
237790,65',Throw-in: Juan Carlos Toja takes it (Attacking)
237790,65',Offside called on Kenny Cooper
237790,65',Joe Cannon takes an indirect freekick with his right foot from his own half. Outcome: open play
237790,66',Offside called on Juan Carlos Toja
237790,66',Joe Cannon takes an indirect freekick with his right foot from his own half. Outcome: open play
237790,67',Ned Grabavoy commits a foul on Pablo Ricchetti resulting on a free kick for Dallas
237790,67',Dario Sala takes an indirect freekick with his right foot from his own half. Outcome: open play
237790,67',Offside called on Arturo Alvarez
237790,67',Joe Cannon takes an indirect freekick with his right foot from his own half. Outcome: open play
237790,68',Throw-in: Nick Garcia takes it (Attacking)
237790,68',Throw-in: Pablo Ricchetti takes it (Attacking)
237790,68',Dallas makes a sub: Dax McCarty enters for Guerreiro Andre Rocha. Reason: Tactical
237790,70',Throw-in: Pablo Ricchetti takes it (Attacking)
237790,70',Throw-in: Anthony Wallace takes it (Attacking)
237790,71',Pablo Ricchetti is awarded a yellow card. Reason: unsporting behaviour
237790,71',Pablo Ricchetti commits a foul on Ned Grabavoy resulting on a free kick for San Jose
237790,71',Ramiro Corrales takes an indirect freekick with his right foot from the left channel. Outcome: open play
237790,72',Throw-in: Ronnie O'Brien takes it (Attacking)
237790,73',Dario Sala takes a long goal kick
237790,73',"Arturo Alvarez takes the corner kick from the left byline with his left foot and hits an inswinger to the centre, resulting in: open play"
237790,75',"Arturo Alvarez hits a good right footed shot, but it is off target. Outcome: over bar"
237790,76',San Jose makes a sub: Shea Salinas enters for Ronnie O'Brien. Reason: Tactical
237790,76',Marcelo Saragosa commits a foul on Kei Kamara resulting on a free kick for San Jose
237790,76',Ned Grabavoy takes an indirect freekick with his right foot from the left channel. Outcome: open play
237790,77',Mario Ivan Guerrero crosses the ball. Outcome: clearance
237790,77',Arturo Alvarez clears the ball from danger.
237790,77',"Ramiro Corrales takes the corner kick from the left byline with his right foot and hits an inswinger to the far post, resulting in: open play"
237790,77',"Ramiro Corrales takes the corner kick from the right byline with his right foot and hits an inswinger to the centre, resulting in: open play"
237790,78',James Riley crosses the ball. Outcome: open play
237790,79',Ramiro Corrales crosses the ball. Outcome: open play
237790,80',Dario Sala takes a long goal kick
237790,81',Throw-in: James Riley takes it (Attacking)
237790,82',Jason Hernandez commits a foul on Kenny Cooper resulting on a free kick for Dallas
237790,82',Arturo Alvarez takes a direct freekick with his right foot from the left channel. Outcome: shot
237790,83',"Arturo Alvarez hits a good right footed shot, but it is off target. Outcome: over bar"
237790,84',Offside called on Arturo Alvarez
237790,84',Joe Cannon takes an indirect freekick with his right foot from his own half. Outcome: open play
237790,85',Handball called on Arturo Alvarez
237790,85',Ned Grabavoy takes an indirect freekick with his right foot from the left channel. Outcome: open play
237790,86',"Kei Kamara hits a good right footed shot, but it is off target. Outcome: miss right"
237790,86',"Ramiro Corrales takes the corner kick from the left byline with his right foot and hits an inswinger to the centre, resulting in: open play"
237790,86',San Jose makes a sub: Ryan Johnson enters for Mario Ivan Guerrero. Reason: Tactical
237790,87',"Ramiro Corrales takes the corner kick from the left byline with his right foot and hits an inswinger to the centre, resulting in: open play"
237790,88',Juan Carlos Toja commits a foul on James Riley resulting on a free kick for San Jose
237790,89',Joe Cannon takes an indirect freekick with his right foot from his own half. Outcome: open play
237790,89',Throw-in: Arturo Alvarez takes it (Attacking)
237790,89',Dallas makes a sub: Aaron Pitchkolan enters for Juan Carlos Toja. Reason: Tactical
237790,90',Ned Grabavoy crosses the ball. Outcome: open play
237790,90',Throw-in: Ramiro Corrales takes it (Attacking)
237790,90'+2',Throw-in: Eric Denton takes it (Attacking)
237790,90'+2',Throw-in: Dax McCarty takes it (Attacking)
237790,90'+3',Dax McCarty commits a foul on Jean Phillippe-Peguero resulting on a free kick for San Jose
237790,90'+4',Joe Cannon takes an indirect freekick with his right foot from his own half. Outcome: open play
237790,90',The referee has signaled the end of the second half
237790,90',End of the game
237791,-,Game on!
237791,1',Offside called on Nick LaBrocca
237791,1',Zachary Wells takes an indirect freekick with his right foot from his own half. Outcome: open play
237791,2',Zachary Wells takes a long goal kick
237791,3',Throw-in: Jacob Peterson takes it (Attacking)
237791,4',Throw-in: Jordan Harvey takes it (Attacking)
237791,4',Zachary Wells takes a long goal kick
237791,5',Throw-in: Jordan Harvey takes it (Defending)
237791,5',S Quaranta commits a foul on Nick LaBrocca resulting on a free kick for Colorado
237791,5',Pablo Mastroeni takes an indirect freekick with his right foot from the left channel. Outcome: pass
237791,5',Facundo Erpen crosses the ball. Outcome: shot
237791,6',"Omar Cummings hits a good header, but it is off target. Outcome: miss right"
237791,6',Zachary Wells takes a long goal kick
237791,6',"Tom McManus drills a good right footed shot, but it is off target. Outcome: over bar"
237791,7',Zachary Wells takes a long goal kick
237791,8',Gonzalo Martinez commits a foul on Tom McManus resulting on a free kick for Colorado
237791,8',Christian Gomez takes an indirect freekick with his right foot from the right wing. Outcome: cross
237791,8',Christian Gomez crosses the ball. Outcome: out of play
237791,8',"Christian Gomez takes the corner kick from the right byline with his right foot and hits an inswinger short, resulting in: open play"
237791,9',"Tom McManus hits a good header, but it is off target. Outcome: miss right"
237791,10',Zachary Wells takes a long goal kick
237791,10',Bryan Namoff commits a foul on Omar Cummings resulting on a free kick for Colorado
237791,10',Facundo Erpen takes an indirect freekick with his right foot from his own half. Outcome: open play
237791,10',Throw-in: Marcelo Gallardo takes it (Attacking)
237791,12',Throw-in: S Quaranta takes it (Attacking)
237791,13',"Clyde Simms hits a good right footed shot, but it is off target. Outcome: miss right"
237791,13',Bouna Coundoul takes a long goal kick
237791,13',Nick LaBrocca commits a foul on Gonzalo Peralta resulting on a free kick for DC United
237791,14',Marc Burch takes an indirect freekick with his right foot from his own half. Outcome: pass
237791,14',Jordan Harvey commits a foul on Rod Dyachenko resulting on a free kick for DC United
237791,15',Marcelo Gallardo takes an indirect freekick with his right foot from the right channel. Outcome: shot
237791,15',Marcelo Gallardo hits a good right footed shot. Outcome: save
237791,15',Bouna Coundoul makes a very good save (Punch)
237791,15',Bouna Coundoul takes a long goal kick
237791,16',"Jacob Peterson hits a good right footed shot, but it is off target. Outcome: miss right"
237791,16',"Christian Gomez takes the corner kick from the left byline with his right foot and hits an outswinger to the centre, resulting in: open play"
237791,16',Zachary Wells takes a long goal kick
237791,17',Throw-in: Jordan Harvey takes it (Defending)
237791,18',Throw-in: S Quaranta takes it (Attacking)
237791,19',Throw-in: Kosuke Kimura takes it (Attacking)
237791,19',Throw-in: Jacob Peterson takes it (Attacking)
237791,19',Throw-in: Jacob Peterson takes it (Attacking)
237791,20',"Christian Gomez takes the corner kick from the left byline with his right foot and hits an outswinger to the near post, resulting in: out of play"
237791,20',Throw-in: Christian Gomez takes it (Attacking)
237791,20',"Christian Gomez takes the corner kick from the left byline with his right foot and hits an inswinger to the near post, resulting in: open play"
237791,21',"Nick LaBrocca hits a good right footed shot, but it is off target. Outcome: miss left"
237791,21',Zachary Wells takes a long goal kick
237791,22',Franco Niell commits a foul on Christian Gomez resulting on a free kick for Colorado
237791,22',Nick LaBrocca takes an indirect freekick with his right foot from the right channel. Outcome: open play
237791,23',Ugo Ihemelu commits a foul on Franco Niell resulting on a free kick for DC United
237791,23',Bryan Namoff takes an indirect freekick with his right foot from his own half. Outcome: pass
237791,23',Throw-in: Kosuke Kimura takes it (Defending)
237791,23',Throw-in: Kosuke Kimura takes it (Attacking)
237791,24',"Tom McManus hits a good right footed shot, but it is off target. Outcome: miss left"
237791,24',Zachary Wells takes a long goal kick
237791,25',Luciano Emilio commits a foul on Ugo Ihemelu resulting on a free kick for Colorado
237791,25',Bouna Coundoul takes an indirect freekick with his right foot from his own half. Outcome: open play
237791,26',Zachary Wells takes a long goal kick
237791,28',Throw-in: Marc Burch takes it (Attacking)
237791,28',Throw-in: Marc Burch takes it (Attacking)
237791,29',Throw-in: Kosuke Kimura takes it (Attacking)
237791,30',Throw-in: Kosuke Kimura takes it (Attacking)
237791,30',Omar Cummings hits a good right footed shot. Outcome: save
237791,30',Zachary Wells makes a very good save (Catch)
237791,31',Ugo Ihemelu commits a foul on Luciano Emilio resulting on a free kick for DC United
237791,31',Bryan Namoff takes an indirect freekick with his right foot from his own half. Outcome: pass
237791,32',Ugo Ihemelu commits a foul on Rod Dyachenko resulting on a free kick for DC United
237791,33',Marcelo Gallardo takes an indirect freekick with his right foot from the left wing. Outcome: open play
237791,33',"Marcelo Gallardo hits a good right footed shot, but it is off target. Outcome: miss right"
237791,33',Bouna Coundoul takes a long goal kick
237791,34',Throw-in: Jordan Harvey takes it (Attacking)
237791,37',Throw-in: Jordan Harvey takes it (Attacking)
237791,37',Throw-in: Marc Burch takes it (Defending)
237791,38',S Quaranta crosses the ball. Outcome: open play
237791,39',Bryan Namoff commits a foul on Nick LaBrocca resulting on a free kick for Colorado
237791,39',Christian Gomez takes an indirect freekick with his right foot from the left wing. Outcome: open play
237791,41',"Christian Gomez takes the corner kick from the right byline with his right foot and hits an inswinger to the near post, resulting in: out of play"
237791,42',"Christian Gomez takes the corner kick from the right byline with his right foot and hits an inswinger to the near post, resulting in: out of play"
237791,42',"Christian Gomez takes the corner kick from the right byline with his right foot and hits an inswinger to the centre, resulting in: open play"
237791,43',Omar Cummings crosses the ball. Outcome: open play
237791,44',Kosuke Kimura crosses the ball. Outcome: open play
237791,44',Throw-in: Marc Burch takes it (Defending)
237791,45',Omar Cummings hits a good right footed shot. Outcome: save
237791,45',Zachary Wells makes a very good save (Parry)
237791,45',"Omar Cummings hits a good right footed shot, but it is off target. Outcome: blocked"
237791,45',Bryan Namoff blocks the shot
237791,45',The referee has signaled the end of the first half
237791,45',The second half is under way
237791,46',DC United makes a sub: Jaime Moreno enters for Franco Niell. Reason: Tactical
237791,47',S Quaranta crosses the ball. Outcome: open play
237791,48',Throw-in: Kosuke Kimura takes it (Attacking)
237791,48',"Omar Cummings hits a good left footed shot, but it is off target. Outcome: miss left"
237791,48',Zachary Wells takes a long goal kick
237791,49',Throw-in: Marc Burch takes it (Defending)
237791,49',Jaime Moreno commits a foul on Ugo Ihemelu resulting on a free kick for Colorado
237791,49',Facundo Erpen takes an indirect freekick with his right foot from his own half. Outcome: open play
237791,50',Throw-in: Gonzalo Peralta takes it (Defending)
237791,51',Throw-in: Marc Burch takes it (Attacking)
237791,51',"Marc Burch takes the corner kick from the right byline with his left foot and hits an outswinger to the centre, resulting in: open play"
237791,51',"Marcelo Gallardo takes the corner kick from the left byline with his right foot and hits an outswinger to the far post, resulting in: out of play"
237791,52',Throw-in: Kosuke Kimura takes it (Defending)
237791,52',Jacob Peterson drills an impressive right footed shot. Outcome: goal
237791,53',Goal!! Jacob Peterson hits an impressive right footed shot to the upper right corner from the right channel (aprox. 20 yards) and scores!! Colorado now leads 1 - 0
237791,53',That last goal was assisted by Christian Gomez (Pass from Left Channel)
237791,55',Rod Dyachenko commits a foul on Pablo Mastroeni resulting on a free kick for Colorado
237791,55',Christian Gomez takes an indirect freekick with his right foot from the left channel. Outcome: pass
237791,56',Throw-in: Kosuke Kimura takes it (Defending)
237791,56',Throw-in: Marc Burch takes it (Attacking)
237791,57',Throw-in: Marc Burch takes it (Attacking)
237791,57',"Christian Gomez hits a good left footed shot, but it is off target. Outcome: miss left"
237791,58',Zachary Wells takes a long goal kick
237791,58',Kosuke Kimura commits a foul on Gonzalo Martinez resulting on a free kick for DC United
237791,58',Jaime Moreno takes an indirect freekick with his right foot from his own half. Outcome: open play
237791,59',Throw-in: Rod Dyachenko takes it (Defending)
237791,59',DC United makes a sub: Francis Doe enters for Luciano Emilio. Reason: Tactical
237791,61',Colorado makes a sub: Herculez Gomez enters for Omar Cummings. Reason: Tactical
237791,62',DC United makes a sub: Kirk Quavas enters for S Quaranta. Reason: Tactical
237791,64',"Marc Burch takes the corner kick from the right byline with his left foot and hits an outswinger to the centre, resulting in: save"
237791,64',Bouna Coundoul makes a very good save (Catch)
237791,65',Throw-in: Rod Dyachenko takes it (Attacking)
237791,66',Bouna Coundoul takes a long goal kick
237791,66',"Rod Dyachenko hits a good right footed shot, but it is off target. Outcome: miss right"
237791,66',"Marcelo Gallardo takes the corner kick from the left byline with his left foot and hits an inswinger to the centre, resulting in: open play"
237791,66',Offside called on Marcelo Gallardo
237791,67',Facundo Erpen takes an indirect freekick with his right foot from his own half. Outcome: open play
237791,67',Throw-in: Jordan Harvey takes it (Attacking)
237791,68',Christian Gomez commits a foul on Rod Dyachenko resulting on a free kick for DC United
237791,69',Marcelo Gallardo takes an indirect freekick with his right foot from the left channel. Outcome: open play
237791,69',Rod Dyachenko crosses the ball. Outcome: blocked
237791,69',Nick LaBrocca blocks the cross
237791,69',Throw-in: Rod Dyachenko takes it (Attacking)
237791,70',Ugo Ihemelu commits a foul on Rod Dyachenko resulting on a free kick for DC United
237791,70',Marcelo Gallardo takes an indirect freekick with his right foot from the right wing. Outcome: open play
237791,72',Colorado makes a sub: Terry Cooke enters for Jacob Peterson. Reason: Tactical
237791,72',Facundo Erpen hits an impressive header. Outcome: goal
237791,72',Goal!! Facundo Erpen hits a very good header high through the middle from the centre penalty area (aprox. 6 yards) and scores!! Colorado now leads 2 - 0
237791,73',That last goal was assisted by Terry Cooke (Pass from Right Channel)
237791,74',Colorado makes a sub: Colin Clark enters for Christian Gomez. Reason: Tactical
237791,76',"Terry Cooke hits a good right footed shot, but it is off target. Outcome: miss right"
237791,77',Kirk Quavas commits a foul on Terry Cooke resulting on a free kick for Colorado
237791,77',Facundo Erpen takes an indirect freekick with his right foot from his own half. Outcome: pass
237791,78',"Terry Cooke takes the corner kick from the left byline with his right foot and hits an inswinger short, resulting in: open play"
237791,78',Throw-in: Gonzalo Martinez takes it (Defending)
237791,78',"Nick LaBrocca drills a good right footed shot, but it is off target. Outcome: over bar"
237791,79',Zachary Wells takes a long goal kick
237791,79',Gonzalo Peralta commits a foul on Herculez Gomez resulting on a free kick for Colorado
237791,79',Terry Cooke takes a direct freekick with his right foot from the left channel. Outcome: shot
237791,80',"Terry Cooke hits a good right footed shot, but it is off target. Outcome: miss right"
237791,81',Throw-in: Gonzalo Martinez takes it (Attacking)
237791,83',Bouna Coundoul takes a long goal kick
237791,83',Throw-in: Marc Burch takes it (Attacking)
237791,84',Throw-in: Gonzalo Martinez takes it (Attacking)
237791,84',Tom McManus commits a foul on Clyde Simms resulting on a free kick for DC United
237791,84',Marc Burch takes an indirect freekick with his right foot from the left channel. Outcome: pass
237791,85',"Terry Cooke takes the corner kick from the right byline with his right foot and hits an outswinger to the centre, resulting in: open play"
237791,85',"Pablo Mastroeni hits a good right footed shot, but it is off target. Outcome: miss right"
237791,87',"Marcelo Gallardo takes the corner kick from the left byline with his right foot and hits an outswinger to the far post, resulting in: open play"
237791,87',"Herculez Gomez hits a good left footed shot, but it is off target. Outcome: miss left"
237791,89',Throw-in: Gonzalo Martinez takes it (Defending)
237791,90',Colin Clark hits a good left footed shot. Outcome: save
237791,90',Zachary Wells makes a very good save (Parry)
237791,90'+2',Marc Burch curls a good left footed shot. Outcome: save
237791,90'+2',Bouna Coundoul makes a very good save (Catch)
237791,90'+3',Throw-in: Kosuke Kimura takes it (Attacking)
237791,90',The referee has signaled the end of the second half
237791,90',End of the game
237792,-,Game on!
237792,1',Throw-in: Marc Burch takes it (Attacking)
237792,2',Rod Dyachenko commits a foul on Brandon Prideaux resulting on a free kick for Chicago
237792,2',Jon Busch takes an indirect freekick with his right foot from his own half. Outcome: open play
237792,3',Bakary Soumare commits a foul on Jaime Moreno resulting on a free kick for DC United
237792,3',S Quaranta takes an indirect freekick with his left foot from the left wing. Outcome: open play
237792,3',Throw-in: Marc Burch takes it (Attacking)
237792,4',Chris Rolfe commits a foul on Marc Burch resulting on a free kick for DC United
237792,4',Marc Burch takes an indirect freekick with his left foot from the left wing. Outcome: shot
237792,4',"Franco Niell hits a good header, but it is off target. Outcome: miss left"
237792,4',Jon Busch takes a long goal kick
237792,7',Zachary Wells takes a long goal kick
237792,8',Diego Gutierrez commits a foul on Franco Niell resulting on a free kick for DC United
237792,8',Luciano Emilio takes an indirect freekick with his right foot from the right channel. Outcome: open play
237792,9',Throw-in: Logan Pause takes it (Defending)
237792,9',Luciano Emilio commits a foul on Cuauhtemoc Blanco resulting on a free kick for Chicago
237792,10',Cuauhtemoc Blanco takes an indirect freekick with his right foot from the left wing. Outcome: shot
237792,10',Chad Barrett hits a good header. Outcome: save
237792,10',Zachary Wells makes a very good save (Catch)
237792,11',Cuauhtemoc Blanco commits a foul on S Quaranta resulting on a free kick for DC United
237792,11',Luciano Emilio takes an indirect freekick with his right foot from the left channel. Outcome: pass
237792,11',Chris Rolfe commits a foul on Gonzalo Martinez resulting on a free kick for DC United
237792,12',Gonzalo Martinez takes an indirect freekick with his right foot from the left channel. Outcome: open play
237792,12',Throw-in: Justin Mapp takes it (Defending)
237792,13',Jaime Moreno commits a foul on Chris Rolfe resulting on a free kick for Chicago
237792,13',Cuauhtemoc Blanco takes an indirect freekick with his right foot from his own half. Outcome: pass
237792,14',Throw-in: Gonzalo Martinez takes it (Defending)
237792,15',"Clyde Simms drills a good left footed shot, but it is off target. Outcome: miss left"
237792,15',Jon Busch takes a long goal kick
237792,16',Throw-in: Cuauhtemoc Blanco takes it (Defending)
237792,17',Chad Barrett crosses the ball. Outcome: open play
237792,17',"Marc Burch takes the corner kick from the left byline with his left foot and hits an outswinger to the far post, resulting in: open play"
237792,19',Throw-in: Rod Dyachenko takes it (Defending)
237792,20',"Luciano Emilio drills a good right footed shot, but it is off target. Outcome: over bar"
237792,20',Jon Busch takes a long goal kick
237792,21',Jaime Moreno crosses the ball. Outcome: out of play
237792,21',"Franco Niell hits a good right footed shot, but it is off target. Outcome: over bar"
237792,22',Jon Busch takes a short goal kick
237792,22',Justin Mapp hits a good right footed shot. Outcome: save
237792,23',Zachary Wells makes a very good save (Catch)
